ds,MSFT_real,MSFT_forecast,AAPL_real,AAPL_forecast,AMZN_real,AMZN_forecast,GOOGL_real,GOOGL_forecast,META_real,META_forecast
2022-01-21,289.6451721191406,298.8839959515517,160.15345764160156,169.07590216342513,142.64300537109375,153.74669777010186,130.2020721435547,139.27086039126016,302.54827880859375,290.71081320601496
2022-01-24,289.97784423828125,299.6482731196704,159.37442016601562,169.85340679332018,144.54400634765625,153.8375814199189,130.654052734375,139.80254928795782,308.076904296875,286.07712360212014
2022-01-25,282.2678527832031,299.58550945251204,157.5599822998047,169.93543359942322,139.98599243164062,153.38124504100563,126.78948211669922,140.00869193994484,299.53448486328125,284.6370727021835
2022-01-26,290.310546875,300.3195338177031,157.4712371826172,170.1219009029346,138.87249755859375,153.51737883728882,129.08485412597656,140.09136181191963,294.02581787109375,283.4947771497143
2022-01-27,293.3730773925781,300.5542917064926,157.00779724121094,170.12170408731058,139.6374969482422,153.62736150776288,128.85711669921875,140.21933652840886,294.0357971191406,281.97595200282313
2022-01-28,301.6114807128906,301.2909069283128,167.9634246826172,170.72087856516356,143.97799682617188,154.0224575858478,133.1981201171875,140.57854412362724,301.0912780761719,281.32145095884425
2022-01-31,304.2727966308594,302.6073810627708,172.35159301757812,171.65895330411036,149.57350158691406,155.33537646674716,135.1483917236328,141.13493782900468,312.6175842285156,276.5136471488351
2022-02-01,302.1007080078125,302.5743601969928,172.18394470214844,171.74242139016806,151.19349670410156,155.21149252297135,137.4862060546875,141.2389526957722,318.3458251953125,274.84164136171216
2022-02-02,306.6993103027344,303.2515200695894,173.39682006835938,171.89969346825052,150.6125030517578,155.6255731136006,147.83033752441406,141.16170715382194,322.3376159667969,273.38780950175556
2022-02-03,294.7526550292969,303.3396155293935,170.49766540527344,171.83729964648055,138.8455047607422,155.95050707245846,142.92596435546875,141.07247042309956,237.2724151611328,271.4851148454044
2022-02-04,299.34149169921875,303.8384457622307,170.21133422851562,172.3393080999507,157.63949584960938,156.4905836630183,143.1287384033203,141.15907421449563,236.60379028320312,270.3832654953997
2022-02-07,294.45916748046875,303.91131776348476,169.49058532714844,172.76429815909734,157.9355010986328,157.7754624225963,139.0414276123047,140.6049078503162,224.4487762451172,263.95961561283593
2022-02-08,297.9912414550781,303.30256573595955,172.6205291748047,172.60215138470625,161.4134979248047,157.48323165502254,139.23919677734375,140.26068538012018,219.72845458984375,261.697474286939
2022-02-09,304.497802734375,303.3360461492719,174.0522003173828,172.47798054331514,161.1894989013672,157.65216763026797,141.42967224121094,139.70869599081377,231.52423095703125,259.6485124478133
2022-02-10,295.8582458496094,302.7228018664365,169.9447784423828,172.10038521231343,159.0034942626953,157.65976322831224,138.46109008789062,139.1270451243391,227.60231018066406,257.1579956853491
2022-02-11,288.6766052246094,302.47448209303,166.50877380371094,172.25632538731546,153.2935028076172,157.81677426919927,134.12857055664062,138.71302254050934,219.09976196289062,255.48738416575276
2022-02-14,288.6374206542969,300.16801447738436,166.7457275390625,171.4988783257972,155.16700744628906,157.6470936365437,135.37063598632812,136.70713077062473,217.25355529785156,247.5751826763487
2022-02-15,293.989501953125,298.77004580186673,170.6063232421875,170.91188389753725,156.510498046875,156.80440972329725,136.451904296875,135.92890937517498,220.54678344726562,244.91754076090925
2022-02-16,293.6462707519531,298.0421983866736,170.36935424804688,170.35781275610924,158.10049438476562,156.4104938734755,137.58010864257812,134.9837101340676,216.09593200683594,242.53367505066475
